建筑面积,套内面积,配备电梯,复式,错层,高楼层,中楼层,板楼,塔楼,毛坯,简装,精装,卧室数,客厅数,厨房数,卫生间数,地区平均房价,价格/万
70.07,65.04,0,0,0,0,1,1,0,0,1,0,2,1,1,1,2.3838,122.8
38.85,30.62,1,0,0,1,0,0,1,0,0,1,1,0,1,1,2.3838,87.0
153.43,123.89,1,0,0,0,0,0,0,0,0,1,4,2,1,2,2.3838,335.0
180.25,156.81,1,0,0,1,0,1,0,0,0,1,4,2,1,2,1.534,316.0
84.64,73.62,0,0,0,0,1,1,0,0,0,1,3,2,1,1,2.3838,165.0
75.63,61.9,1,0,0,0,0,0,1,0,0,1,2,2,1,1,2.3838,198.0
75.73,61.9,1,0,0,1,0,0,1,1,0,0,2,2,1,1,2.3838,195.0
88.6,72.77,1,0,0,1,0,1,0,0,0,1,3,2,1,1,2.3838,217.0
97.84,80.08,1,0,0,0,0,0,1,0,0,1,3,1,1,2,2.3838,286.0
69.7,52.64,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,140.0
89.35,73.83,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,225.0
96.36,85.53,0,0,0,0,0,0,0,0,1,0,3,2,1,2,1.2652,88.0
134.19,111.81,1,0,0,0,0,1,0,0,0,1,4,2,1,2,1.2652,121.0
86.18,71.8,1,0,0,0,1,1,0,0,1,0,3,2,1,1,0.9573,78.0
116.82,90.45,1,0,0,1,0,0,1,0,1,0,4,2,1,2,0.9573,121.0
37.64,24.87,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2.3838,60.5
49.78,39.0,1,0,0,0,1,1,0,0,0,1,2,2,1,1,1.2652,60.0
151.33,107.85,1,0,0,0,0,1,0,0,0,1,3,2,1,2,2.3838,498.0
71.21,55.81,1,0,0,0,0,0,0,1,0,0,2,1,1,1,1.2652,67.0
100.05,89.93,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,225.0
38.85,30.62,1,0,0,1,0,0,1,0,0,1,1,0,1,1,2.3838,87.0
39.2,33.9,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2.3838,70.0
49.78,39.0,1,0,0,0,1,1,0,0,0,1,2,2,1,1,1.2652,60.0
75.73,61.9,1,0,0,1,0,0,1,1,0,0,2,2,1,1,2.3838,195.0
37.64,24.87,1,0,0,0,1,0,0,0,1,0,1,0,1,1,2.3838,60.5
75.63,61.9,1,0,0,0,0,0,1,0,0,1,2,2,1,1,2.3838,198.0
89.35,67.39,1,0,0,1,0,0,0,0,0,0,3,2,1,2,0.9573,120.0
87.37,67.06,1,0,0,1,0,0,1,0,0,1,3,2,1,1,2.3838,269.0
101.85,89.01,1,0,0,0,1,1,0,0,0,1,3,2,1,2,2.3838,255.0
85.81,69.58,1,0,0,0,1,0,1,0,0,1,2,2,1,1,2.3838,195.0
132.47,108.57,1,0,0,0,1,1,0,0,1,0,4,2,1,2,2.3838,265.0
78.89,71.19,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0.9573,69.0
89.52,68.45,1,0,0,0,0,1,0,0,0,1,3,2,1,1,1.534,165.0
91.08,71.81,1,0,0,0,1,0,0,0,0,1,3,2,1,1,1.534,167.0
38.72,27.09,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1.534,80.0
52.8,38.14,1,0,0,0,1,0,0,0,0,1,1,1,1,1,2.3838,95.0
89.07,72.9,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,210.0
101.18,79.51,1,0,0,0,0,0,1,0,0,1,3,2,1,2,0.9573,90.0
91.91,73.72,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.2652,88.0
97.61,75.35,1,0,0,1,0,0,0,0,0,1,3,2,1,2,1.2652,167.0
54.62,43.38,1,0,0,0,0,0,1,0,0,1,2,2,1,1,2.3838,92.0
110.41,84.51,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,360.0
203.31,168.34,1,0,0,0,0,0,1,1,0,0,4,1,1,3,1.534,285.0
87.76,70.84,1,0,0,0,1,0,0,1,0,0,3,2,1,1,1.534,160.0
107.14,90.17,1,0,0,0,1,0,0,0,0,1,3,2,1,2,1.534,255.0
146.02,126.02,1,0,1,0,1,1,0,0,0,1,4,2,1,2,2.3838,289.0
90.7,68.6,1,0,0,1,0,0,0,1,0,0,3,2,1,2,1.2652,90.0
126.77,113.35,0,0,0,1,0,1,0,1,0,0,4,2,1,2,0.9573,95.0
69.45,56.47,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,188.0
125.79,109.14,1,0,1,0,1,0,0,0,0,1,3,2,1,2,1.534,198.0
55.65,40.81,1,0,0,0,0,1,0,0,0,1,2,2,1,1,2.3838,115.0
117.45,91.29,1,0,0,0,1,1,0,0,0,1,3,2,1,2,0.9573,150.0
86.36,71.77,1,0,0,0,0,1,0,0,1,0,2,2,1,1,0.9573,65.0
81.5,63.39,1,0,0,0,1,0,1,0,0,1,2,2,1,1,0.9573,69.0
80.48,80.48,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,176.0
47.05,34.05,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0.9573,49.0
86.12,67.39,1,0,0,1,0,0,1,0,1,0,2,2,1,1,2.3838,210.0
94.51,71.23,1,0,0,0,0,0,0,0,0,1,3,2,1,2,0.9573,105.0
108.0,91.69,1,0,0,1,0,1,0,0,1,0,3,2,1,2,0.9573,72.0
87.01,69.52,1,0,0,1,0,0,0,0,0,1,3,2,1,1,2.3838,230.0
86.84,72.28,1,0,0,1,0,0,0,0,0,1,3,1,1,2,0.9573,89.5
89.01,70.41,1,0,0,0,0,0,1,0,0,1,3,2,1,1,2.3838,218.0
118.5,94.63,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,265.0
102.38,81.37,1,0,0,0,1,1,0,0,0,1,2,2,1,1,2.3838,270.0
94.9,76.83,1,0,0,0,1,0,0,0,0,1,3,2,1,2,0.9573,106.0
87.91,67.83,1,0,0,0,1,0,0,0,0,1,3,2,1,2,1.2652,103.0
101.18,79.51,1,0,0,0,0,0,1,0,0,1,3,2,1,2,0.9573,90.0
91.91,73.72,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.2652,88.0
89.07,72.9,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,210.0
84.8,68.01,1,0,0,0,1,0,0,0,0,1,2,2,1,2,1.2652,87.0
128.0,109.0,1,0,0,0,0,0,0,0,0,1,3,2,1,2,1.534,228.0
49.32,36.14,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0.9573,42.0
90.39,72.46,1,0,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,142.0
92.99,72.15,1,0,0,0,1,0,0,0,0,1,3,2,1,1,1.2652,140.0
206.73,166.14,1,0,0,0,0,0,0,0,0,1,3,2,1,3,1.534,550.0
130.72,103.49,1,0,0,1,0,1,0,0,0,1,4,2,1,2,1.534,298.0
109.82,89.4,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,340.0
295.98,236.01,1,0,0,0,0,1,0,0,0,1,4,2,1,4,2.3838,960.0
89.37,88.0,1,0,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,188.0
121.76,97.55,1,0,0,0,0,1,0,0,0,1,4,2,1,2,2.3838,350.0
78.14,61.94,1,0,0,0,0,1,0,0,0,1,2,2,1,1,1.2652,62.0
85.81,69.58,1,0,0,0,1,0,1,0,0,1,2,2,1,1,2.3838,195.0
104.0,84.81,1,0,0,0,1,1,0,0,0,0,3,2,1,1,1.2652,175.0
116.45,96.23,1,0,0,0,1,1,0,0,0,0,3,2,1,2,2.3838,315.0
98.83,80.91,1,0,0,0,1,0,1,0,0,1,3,2,1,2,0.9573,78.0
38.72,27.09,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1.534,82.0
80.89,69.67,1,0,0,0,1,0,0,0,0,1,3,2,1,1,2.3838,189.0
35.36,23.54,1,0,0,0,1,0,1,0,1,0,1,1,1,1,2.3838,80.0
141.37,121.05,1,0,0,0,1,0,0,0,0,1,3,2,1,1,1.534,218.0
114.88,93.62,1,0,0,1,0,0,0,1,0,0,3,2,1,2,0.9573,114.0
70.31,49.43,1,0,0,0,1,1,0,1,0,0,2,2,1,1,2.3838,150.0
68.69,49.85,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,159.0
56.84,43.29,1,0,0,0,1,0,1,0,1,0,2,1,1,1,2.3838,140.0
55.88,40.36,1,1,0,0,1,0,0,0,0,1,1,2,1,2,2.3838,128.0
92.95,78.78,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,158.0
93.52,73.99,1,0,0,0,1,1,0,0,0,0,3,2,1,2,0.9573,90.0
60.92,46.32,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,158.0
78.14,61.94,1,0,0,0,0,1,0,0,0,1,2,2,1,1,1.2652,62.0
121.64,97.22,1,0,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,308.0
85.89,65.53,1,0,0,1,0,0,1,0,0,0,2,2,1,1,2.3838,248.0
103.23,96.59,0,0,0,1,0,0,1,0,1,0,3,2,1,2,2.3838,152.0
92.89,73.16,1,0,0,0,1,0,0,0,0,1,3,1,1,1,1.2652,126.0
115.4,86.3,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,218.0
38.36,27.5,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,88.0
45.59,33.96,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2.3838,85.0
80.0,61.89,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.2652,138.0
151.9,104.02,1,0,0,0,0,1,0,0,0,1,3,2,1,2,2.3838,525.0
83.62,69.74,1,0,0,0,1,1,0,0,0,1,2,2,1,1,0.9573,75.0
175.29,150.26,1,0,0,0,0,1,0,0,0,1,5,2,1,3,1.534,318.0
63.16,47.52,1,0,0,0,0,0,1,0,0,0,2,1,1,1,2.3838,138.0
116.9,92.66,1,0,0,0,1,0,1,1,0,0,4,2,1,2,2.3838,330.0
72.41,58.16,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0.9573,65.0
80.0,61.89,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.2652,138.0
151.9,104.02,1,0,0,0,0,1,0,0,0,1,3,2,1,2,2.3838,525.0
175.29,150.26,1,0,0,0,0,1,0,0,0,1,5,2,1,3,1.534,318.0
83.62,69.74,1,0,0,0,1,1,0,0,0,1,2,2,1,1,0.9573,75.0
137.75,107.13,1,0,0,1,0,0,0,0,0,0,4,2,1,2,3.2891,540.0
239.9,191.36,1,1,0,1,0,1,0,1,0,0,6,2,1,3,1.534,560.0
81.28,64.0,1,0,0,0,1,0,0,1,0,0,3,2,1,1,1.2652,73.0
38.36,27.5,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,88.0
45.59,33.96,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2.3838,85.0
122.39,99.09,1,0,0,0,0,0,0,0,0,1,4,2,1,2,0.9573,148.0
145.84,120.15,1,0,0,1,0,0,0,0,0,1,3,2,1,2,2.3838,320.0
84.97,77.73,0,0,0,1,0,1,0,0,0,1,3,2,1,1,1.2652,53.0
89.88,68.98,1,0,0,1,0,1,0,0,0,1,3,2,1,1,1.534,220.0
56.04,39.53,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,127.0
86.99,69.91,1,0,0,1,0,0,0,0,0,1,3,2,1,1,0.9573,80.0
125.45,97.87,1,0,0,0,1,0,0,1,0,0,4,1,1,2,0.9573,100.0
142.66,113.69,1,0,0,0,0,1,0,1,0,0,4,2,1,2,0.9573,195.0
82.98,70.83,1,0,0,1,0,1,0,0,0,1,3,2,1,1,1.2652,85.0
91.3,78.73,1,0,0,0,1,1,0,0,0,1,3,2,1,2,1.2652,93.0
110.31,90.78,1,0,0,0,1,1,0,0,0,1,3,2,1,2,2.3838,298.0
60.92,46.32,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,158.0
141.37,121.05,1,0,0,0,1,0,0,0,0,1,3,2,1,1,1.534,218.0
102.88,76.04,1,0,0,1,0,0,1,0,0,1,3,2,1,2,2.3838,240.0
105.42,89.18,1,0,0,0,0,0,0,0,0,1,3,2,1,2,1.2652,65.0
97.09,74.96,1,0,0,0,1,0,1,0,0,1,3,2,1,2,1.2652,190.0
64.98,57.08,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1.534,153.0
98.83,80.91,1,0,0,0,1,0,1,0,0,1,3,2,1,2,0.9573,78.0
90.78,74.26,1,0,0,1,0,0,0,0,0,1,3,2,1,1,2.3838,415.0
38.72,27.09,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1.534,82.0
80.89,69.67,1,0,0,0,1,0,0,0,0,1,3,2,1,1,2.3838,189.0
59.75,59.75,0,0,0,0,1,1,0,0,1,0,2,2,1,1,2.3838,125.0
64.43,50.95,1,0,0,0,1,0,0,0,0,1,2,1,1,1,2.3838,188.0
70.07,65.04,0,0,0,0,1,1,0,0,1,0,2,1,1,1,2.3838,122.8
87.01,69.52,1,0,0,1,0,0,0,0,0,1,3,2,1,1,2.3838,230.0
118.5,94.63,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,265.0
108.0,91.69,1,0,0,1,0,1,0,0,1,0,3,2,1,2,0.9573,72.0
62.04,52.7,0,0,0,0,1,1,0,0,0,1,2,2,1,1,2.3838,107.0
87.37,78.77,0,0,0,0,0,0,0,0,0,1,3,2,1,1,2.3838,153.0
86.84,72.28,1,0,0,1,0,0,0,0,0,1,3,1,1,2,0.9573,89.5
129.2,109.57,1,0,0,0,1,1,0,0,0,1,3,2,1,2,1.534,260.0
72.41,58.16,1,0,0,0,0,0,0,0,0,1,2,1,1,1,0.9573,65.0
102.85,102.85,1,0,0,1,0,0,1,0,0,1,3,2,1,2,2.3838,266.0
93.83,18.25,1,0,0,0,1,1,0,0,0,1,3,2,1,2,1.2652,179.0
70.31,49.43,1,0,0,0,1,1,0,1,0,0,2,2,1,1,2.3838,150.0
114.88,93.62,1,0,0,1,0,0,0,1,0,0,3,2,1,2,0.9573,114.0
92.07,72.06,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,265.0
96.35,86.63,0,0,0,1,0,1,0,0,1,0,3,2,1,2,2.3838,160.0
69.59,60.75,0,0,0,1,0,1,0,0,0,1,2,2,1,1,2.3838,145.0
41.83,29.03,1,1,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,59.0
136.84,112.53,1,0,0,0,0,0,1,0,1,0,4,2,1,2,2.3838,328.0
60.85,47.36,1,0,0,0,1,1,0,0,1,0,2,1,1,1,2.3838,116.0
127.42,93.43,1,0,0,0,1,0,0,0,0,1,4,2,1,2,0.9573,193.0
84.49,62.99,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,149.0
172.5,149.67,1,1,0,1,0,0,0,0,0,1,3,2,1,3,1.534,288.0
82.88,65.5,1,0,0,1,0,1,0,0,0,1,2,2,1,1,2.3838,183.0
75.69,58.03,1,0,0,0,1,1,0,0,0,1,2,1,1,1,2.3838,168.0
118.81,103.96,0,0,0,0,0,1,0,0,0,1,3,2,1,2,1.2652,110.0
77.08,64.31,1,0,0,0,0,1,0,0,0,1,3,2,1,1,2.3838,248.0
42.49,30.39,1,0,0,0,1,0,1,0,0,1,1,1,1,1,2.3838,63.8
34.67,29.42,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2.3838,63.0
120.92,98.03,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,280.0
80.0,61.89,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.2652,138.0
100.62,74.75,1,1,0,0,1,0,0,1,0,0,3,2,1,2,1.534,160.0
83.62,69.74,1,0,0,0,1,1,0,0,0,1,2,2,1,1,0.9573,75.0
151.9,104.02,1,0,0,0,0,1,0,0,0,1,3,2,1,2,2.3838,525.0
101.85,89.01,1,0,0,0,1,1,0,0,0,1,3,2,1,2,2.3838,255.0
87.37,67.06,1,0,0,1,0,0,1,0,0,1,3,2,1,1,2.3838,269.0
121.64,97.22,1,0,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,308.0
92.95,78.78,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,158.0
56.84,43.29,1,0,0,0,1,0,1,0,1,0,2,1,1,1,2.3838,140.0
55.88,40.36,1,1,0,0,1,0,0,0,0,1,1,2,1,2,2.3838,128.0
68.69,49.85,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,159.0
122.39,99.09,1,0,0,0,0,0,0,0,0,1,4,2,1,2,0.9573,148.0
92.89,73.16,1,0,0,0,1,0,0,0,0,1,3,1,1,1,1.2652,126.0
84.98,67.0,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.534,166.0
101.37,82.4,1,0,0,0,1,0,1,0,0,1,4,2,1,2,0.9573,186.5
85.42,68.65,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,175.0
98.78,83.01,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,213.0
77.08,64.31,1,0,0,0,0,1,0,0,0,1,3,2,1,1,2.3838,248.0
42.49,30.39,1,0,0,0,1,0,1,0,0,1,1,1,1,1,2.3838,63.8
118.81,103.96,0,0,0,0,0,1,0,0,0,1,3,2,1,2,1.2652,110.0
141.45,112.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.534,325.0
65.59,39.93,1,0,0,0,0,0,1,0,0,1,1,1,1,1,2.3838,91.0
99.19,83.44,1,0,0,1,0,1,0,1,0,0,3,2,1,2,2.3838,165.0
89.53,71.29,1,0,0,0,1,0,1,1,0,0,3,2,1,2,2.3838,135.0
96.21,74.86,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,157.0
97.84,80.08,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,265.0
108.5,80.68,1,0,0,0,0,1,0,0,0,0,3,1,1,2,2.3838,355.0
90.39,72.46,1,0,0,0,1,0,1,1,0,0,3,2,1,2,2.3838,139.0
78.58,63.84,0,0,0,0,1,1,0,0,0,0,2,1,1,1,2.3838,180.0
41.83,29.03,1,1,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,59.0
69.59,60.75,0,0,0,1,0,1,0,0,0,1,2,2,1,1,2.3838,145.0
92.07,72.06,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,265.0
89.24,69.85,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1.2652,145.0
87.73,74.29,1,0,0,0,1,0,0,0,0,0,2,2,1,1,2.3838,195.0
67.97,54.12,1,0,0,0,0,0,1,0,1,0,2,2,1,1,2.3838,103.0
87.99,67.48,1,0,0,1,0,0,1,0,0,0,3,2,1,2,2.3838,283.0
110.75,84.96,1,0,0,0,0,1,0,0,0,1,3,2,1,2,1.2652,190.0
108.53,84.91,1,0,0,1,0,0,0,0,1,0,4,2,1,2,1.2652,235.0
96.35,86.63,0,0,0,1,0,1,0,0,1,0,3,2,1,2,2.3838,160.0
73.82,57.44,1,0,0,1,0,1,0,1,0,0,2,2,1,1,2.3838,108.0
92.07,72.06,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,265.0
196.76,170.5,1,0,0,0,1,1,0,0,0,1,4,2,1,3,2.3838,539.0
87.49,68.88,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,270.0
69.59,60.75,0,0,0,1,0,1,0,0,0,1,2,2,1,1,2.3838,145.0
108.5,80.68,1,0,0,0,0,1,0,0,0,0,3,1,1,2,2.3838,355.0
100.24,78.62,1,0,0,0,0,0,0,1,0,0,3,2,1,2,0.9573,85.0
99.2,85.97,1,0,0,0,1,0,0,0,0,1,3,2,1,1,0.9573,76.0
99.2,85.97,1,0,0,0,1,0,0,0,0,1,3,2,1,1,0.9573,76.0
136.84,112.53,1,0,0,0,0,0,1,0,1,0,4,2,1,2,2.3838,328.0
73.82,57.44,1,0,0,1,0,1,0,1,0,0,2,2,1,1,2.3838,108.0
91.38,73.84,1,0,0,0,1,1,0,0,0,0,3,2,1,1,2.3838,215.0
100.24,78.62,1,0,0,0,0,0,0,1,0,0,3,2,1,2,0.9573,85.0
78.58,63.84,0,0,0,0,1,1,0,0,0,0,2,1,1,1,2.3838,180.0
41.83,29.03,1,1,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,59.0
138.21,105.51,1,0,0,1,0,0,1,0,0,1,4,2,1,2,1.2652,328.0
110.66,84.96,1,0,0,0,1,1,0,0,0,0,3,2,1,2,1.2652,216.0
88.61,68.06,1,0,0,0,1,0,1,0,0,1,3,2,1,1,1.2652,113.0
79.01,67.92,0,0,0,0,1,1,0,0,0,1,3,2,1,1,2.3838,168.0
90.68,73.22,1,0,0,0,0,0,1,0,0,1,3,2,1,1,2.3838,205.0
122.43,100.86,1,0,0,1,0,0,0,0,0,1,3,2,1,2,2.3838,298.0
98.94,84.95,1,0,0,1,0,0,0,0,0,1,3,2,1,2,1.2652,71.0
78.29,59.98,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,198.0
134.63,111.13,1,0,0,0,0,0,1,0,0,1,4,2,1,2,2.3838,335.0
100.5,77.95,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,285.0
55.28,45.3,1,0,0,0,1,0,1,0,0,1,2,2,1,1,2.3838,85.0
83.9,71.15,1,0,0,0,0,0,1,0,0,1,2,2,1,1,2.3838,112.0
95.61,73.81,1,0,0,0,0,0,0,0,0,1,3,2,1,2,1.2652,200.0
141.76,123.71,1,0,0,1,0,0,0,0,1,0,3,2,1,2,1.534,245.0
110.88,91.68,1,0,0,1,0,0,0,0,0,1,4,2,1,2,2.3838,274.0
92.14,72.82,1,0,0,1,0,1,0,0,0,1,2,1,1,1,2.3838,165.0
172.5,149.67,1,1,0,1,0,0,0,0,0,1,3,2,1,3,1.534,288.0
122.83,100.91,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,315.0
88.88,88.0,1,0,0,1,0,0,1,0,0,1,3,2,1,1,2.3838,223.8
82.04,61.41,1,0,0,1,0,0,0,0,0,1,2,1,1,1,2.3838,178.0
83.82,76.12,1,0,0,1,0,1,0,0,0,1,2,2,1,1,2.3838,170.0
94.88,76.44,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,285.0
143.07,111.48,1,0,0,0,0,1,0,0,0,1,3,2,1,2,2.3838,449.0
146.11,111.06,1,0,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,480.0
63.38,51.49,1,0,0,0,1,0,1,0,0,1,2,2,1,1,2.3838,130.0
97.64,86.65,0,0,0,0,1,0,1,0,1,0,3,2,1,2,2.3838,252.0
85.14,68.32,1,0,0,0,0,0,0,0,0,0,2,2,1,1,2.3838,200.0
107.29,90.17,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,258.0
83.14,67.21,1,0,0,0,1,0,1,0,0,1,3,2,1,1,0.9573,90.0
92.77,76.44,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,210.0
82.32,66.09,1,0,0,0,1,0,1,0,0,1,3,2,1,1,1.2652,98.0
136.45,112.51,1,1,0,1,0,0,0,0,0,1,5,1,1,2,2.3838,499.0
130.55,103.14,1,0,0,0,1,1,0,0,0,1,4,2,1,2,1.2652,189.0
86.51,68.06,1,0,0,0,1,1,0,0,0,0,3,2,1,1,1.2652,105.0
114.56,94.5,1,0,0,1,0,0,1,0,0,1,4,2,1,2,2.3838,283.0
145.84,120.15,1,0,0,0,1,0,0,0,1,0,3,2,1,2,2.3838,322.0
60.54,54.59,1,0,0,0,1,1,0,0,1,0,2,1,1,1,2.3838,125.0
38.52,27.72,1,0,0,0,1,0,0,0,0,1,1,0,0,1,3.2891,63.0
64.52,51.89,1,0,0,0,0,1,0,0,0,1,2,2,1,1,1.2652,63.0
89.98,74.22,1,0,0,0,1,1,0,0,1,0,2,2,1,1,1.2652,108.0
116.63,95.88,1,0,0,0,0,1,0,0,0,0,4,2,1,2,1.2652,130.0
76.89,68.79,0,0,0,0,1,1,0,1,0,0,2,1,1,1,0.9573,77.0
110.6,95.91,0,0,0,0,1,1,0,0,0,1,3,2,1,2,0.9573,108.0
87.01,87.01,1,0,0,0,0,1,0,1,0,0,3,2,1,1,1.2652,120.0
79.01,49.1,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2.3838,170.0
251.74,197.64,1,0,0,0,0,0,1,0,0,0,4,1,0,1,2.3838,618.0
98.43,78.86,1,0,0,1,0,0,0,0,0,0,3,2,1,1,1.534,355.0
46.06,36.85,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,108.0
33.52,25.62,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1.534,86.0
92.6,72.22,1,0,0,0,1,0,0,0,0,0,3,2,1,2,1.534,290.0
82.5,64.34,1,0,0,0,1,0,0,0,0,1,2,2,1,1,1.534,316.0
90.29,73.53,1,0,0,0,0,1,0,0,0,1,2,2,1,1,2.3838,290.0
75.85,57.86,1,0,0,1,0,0,0,0,0,1,2,2,1,1,2.3838,325.0
84.54,63.67,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0.9573,99.0
77.82,61.34,1,0,0,0,0,0,0,0,0,0,2,2,1,1,1.534,272.0
115.41,89.32,1,0,0,0,1,0,0,0,0,1,4,2,1,2,1.534,410.0
100.69,77.83,1,0,0,1,0,1,0,0,0,1,3,2,1,1,0.9573,82.0
41.97,32.4,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1.2652,75.0
73.23,58.09,1,0,0,1,0,1,0,0,0,1,2,2,1,1,1.2652,108.0
41.97,32.4,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1.2652,72.0
81.07,64.73,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0.9573,74.0
142.8,111.17,1,1,0,0,1,1,0,0,0,1,4,2,1,3,1.2652,330.0
83.2,70.0,1,0,0,1,0,0,0,0,0,0,3,2,1,1,0.9573,82.0
99.9,77.05,1,1,0,0,1,1,0,0,0,0,4,2,1,2,0.9573,115.0
85.78,69.41,1,0,0,0,0,0,1,0,0,1,3,2,1,2,0.9573,143.0
49.0,31.0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,3.2891,252.0
91.7,73.7,1,0,0,0,0,1,0,0,0,1,3,2,1,2,1.2652,130.0
158.42,102.39,1,0,0,0,0,0,1,0,1,0,1,0,0,0,3.2891,375.0
98.99,87.66,0,0,0,0,1,1,0,0,0,1,3,2,1,2,0.9573,114.7
80.68,63.44,1,0,0,0,0,0,0,0,1,0,2,2,1,1,0.9573,91.0
37.88,31.08,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0.9573,22.5
103.78,80.11,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,305.0
82.05,66.29,1,0,0,0,0,0,0,0,0,1,2,2,1,1,1.2652,75.0
128.18,112.0,0,0,0,0,1,1,0,0,1,0,4,2,1,2,0.9573,99.0
98.88,78.63,1,0,0,0,0,0,1,0,0,1,2,2,2,1,0.9573,92.5
91.36,72.01,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.534,315.0
100.48,83.05,1,0,0,1,0,0,1,0,0,1,3,2,1,2,1.2652,200.0
106.63,90.29,1,0,0,0,0,0,0,1,0,0,3,1,1,2,0.9573,110.0
37.74,27.87,1,0,0,0,1,1,0,0,0,0,1,0,1,1,2.3838,100.0
117.0,30.62,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,386.0
103.0,98.0,0,0,0,0,1,1,0,0,0,1,3,2,1,2,2.3838,173.0
139.82,113.07,1,0,0,1,0,1,0,0,0,1,2,2,1,2,2.3838,493.0
