建筑面积,套内面积,配备电梯,复式,错层,高楼层,中楼层,板楼,塔楼,毛坯,简装,精装,卧室数,客厅数,厨房数,卫生间数,地区平均房价,价格/万
144.32,120.88,1,0,0,0,1,0,0,0,0,1,3,2,2,2,0.9573,137.0
88.52,70.83,1,0,0,0,1,0,0,1,0,0,3,2,1,1,0.9573,102.0
160.14,127.85,1,0,1,0,0,0,0,0,0,0,3,1,1,2,2.3838,431.0
80.65,71.42,0,0,0,1,0,1,0,0,0,0,2,2,1,1,0.9573,68.5
82.91,82.91,1,0,0,0,1,0,0,0,1,0,3,1,1,1,1.534,230.0
90.93,70.92,1,0,0,1,0,0,0,0,0,0,3,2,1,1,1.534,364.0
90.86,72.49,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.534,334.0
114.39,91.65,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.534,405.0
121.16,112.21,0,0,0,0,1,1,0,0,0,1,4,2,1,2,1.2652,120.0
85.0,61.37,1,1,0,0,0,0,0,0,0,1,4,2,1,3,3.2891,520.0
96.69,96.69,0,0,0,0,0,0,1,0,1,0,3,2,1,1,1.534,245.0
137.56,114.56,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,373.0
45.5,31.61,1,0,0,0,1,0,1,0,0,0,1,1,1,1,2.3838,122.0
121.19,108.72,1,0,0,1,0,1,0,1,0,0,3,2,1,2,1.2652,88.0
26.0,19.57,1,0,0,1,0,0,1,0,0,1,1,1,1,1,3.2891,182.0
45.5,31.61,1,0,0,0,1,0,1,0,0,0,1,1,1,1,2.3838,122.0
50.07,38.38,1,0,0,0,1,1,0,0,1,0,1,1,1,1,2.3838,142.0
111.87,87.96,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,200.0
37.29,29.77,1,0,0,0,1,0,0,0,0,0,1,1,1,1,2.3838,89.0
87.05,71.81,1,0,0,1,0,1,0,0,0,1,2,2,1,1,1.534,300.0
141.92,116.72,1,0,0,0,0,0,0,0,0,0,3,2,1,2,0.9573,124.0
80.68,63.44,1,0,0,1,0,0,0,0,0,0,2,2,1,1,0.9573,89.2
70.0,70.0,1,0,0,0,0,1,0,0,0,0,2,2,1,1,1.2652,63.0
237.06,185.61,1,0,0,0,0,1,0,0,0,1,5,2,1,4,2.3838,990.0
37.05,28.4,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1.534,96.0
48.87,37.45,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1.534,125.0
61.0,60.03,1,0,0,1,0,0,1,0,0,1,2,2,1,1,2.3838,193.0
110.64,110.64,0,0,0,0,1,0,0,0,1,0,3,2,1,1,1.2652,80.0
260.3,216.12,1,0,0,0,1,0,1,0,0,0,5,2,1,3,2.3838,1000.0
82.33,62.0,1,0,0,0,1,0,0,0,0,0,2,2,1,1,1.534,210.0
137.0,111.81,1,0,0,0,0,0,0,0,0,1,4,2,1,2,1.2652,328.0
60.24,43.04,1,0,0,0,1,0,1,0,0,0,2,2,1,1,2.3838,180.0
75.5,58.69,1,0,0,0,1,0,1,0,0,1,2,2,1,1,2.3838,265.0
143.0,112.19,1,0,0,1,0,0,0,1,0,0,4,2,1,3,0.9573,153.8
98.99,87.66,0,0,0,0,1,1,0,0,0,1,3,2,1,2,0.9573,98.0
89.43,73.83,1,0,0,1,0,0,0,0,0,1,3,2,1,2,2.3838,260.0
70.25,56.55,1,0,0,0,1,0,0,0,0,1,2,2,1,1,0.9573,110.0
70.25,56.55,1,0,0,0,1,0,0,0,0,1,2,2,1,1,0.9573,99.8
73.86,57.53,1,0,0,0,0,0,1,0,0,1,1,1,1,1,2.3838,160.0
44.5,34.93,1,0,0,0,1,1,0,0,0,1,2,2,1,1,1.2652,38.0
37.05,28.4,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1.534,85.0
87.74,68.74,1,0,0,1,0,0,0,0,0,0,3,2,1,1,1.534,320.0
44.8,31.4,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0.9573,49.0
117.71,93.91,1,0,0,1,0,0,0,0,0,1,4,1,1,2,1.534,509.0
48.83,33.78,1,0,0,0,1,0,1,0,0,0,2,1,1,1,2.3838,86.0
48.83,33.78,1,0,0,1,0,0,1,0,0,0,2,1,1,1,2.3838,100.0
131.39,108.16,1,0,0,0,1,0,1,1,0,0,3,2,1,1,2.3838,365.0
93.99,79.0,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,86.0
44.8,31.4,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0.9573,49.0
113.11,95.45,1,0,0,0,1,0,0,0,0,1,3,2,1,2,2.3838,350.0
117.71,93.91,1,0,0,1,0,0,0,0,0,1,4,1,1,2,1.534,509.0
48.4,33.48,1,0,0,0,1,0,1,0,0,1,1,1,1,1,2.3838,87.5
48.83,33.78,1,0,0,0,1,0,1,0,0,0,2,1,1,1,2.3838,86.0
70.3,53.42,1,0,0,0,1,0,1,0,0,1,2,2,1,1,2.3838,203.0
95.53,83.91,0,0,0,1,0,1,0,0,0,1,3,2,1,2,0.9573,95.0
131.39,108.16,1,0,0,0,1,0,1,1,0,0,3,2,1,1,2.3838,365.0
48.83,33.78,1,0,0,1,0,0,1,0,0,0,2,1,1,1,2.3838,100.0
89.3,73.83,1,0,0,1,0,0,0,0,0,1,3,2,1,2,2.3838,269.0
112.08,95.29,1,0,0,0,0,1,0,0,1,0,3,2,1,2,0.9573,135.0
86.36,71.77,1,0,0,0,0,1,0,0,0,1,2,2,1,1,0.9573,99.0
64.11,48.72,1,0,0,1,0,0,1,0,0,1,2,2,1,1,2.3838,166.0
78.77,48.95,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2.3838,140.0
37.56,30.0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,1.2652,62.0
65.13,57.39,0,0,0,0,1,0,0,0,0,1,2,2,1,1,0.9573,67.0
52.68,41.61,1,0,0,1,0,0,1,0,0,0,1,1,1,1,2.3838,138.0
73.97,61.8,1,0,0,1,0,1,0,0,1,0,1,1,1,1,2.3838,200.0
87.05,71.81,1,0,0,1,0,1,0,0,0,1,2,2,1,1,1.534,300.0
119.72,89.35,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,362.0
68.47,54.61,1,0,0,0,1,0,0,0,0,0,2,2,1,1,3.2891,350.0
99.27,80.6,1,0,0,0,0,0,0,0,0,0,3,2,1,2,3.2891,554.0
77.31,68.38,0,0,0,0,0,1,0,0,0,1,2,2,1,1,0.9573,82.0
49.21,34.45,1,0,0,1,0,0,0,0,0,1,1,1,1,1,2.3838,150.0
95.6,76.84,1,0,0,0,1,0,0,0,1,0,3,2,1,1,1.2652,83.0
82.71,67.08,1,0,0,0,0,1,0,0,0,1,3,2,1,1,1.2652,133.0
140.0,113.27,1,0,0,0,0,0,0,0,0,1,4,2,1,2,1.2652,300.0
151.32,129.71,1,0,0,0,0,1,0,0,0,1,3,2,1,2,1.534,348.0
248.17,205.95,1,1,0,1,0,0,1,1,0,0,5,2,1,2,2.3838,793.0
109.03,88.26,1,0,0,0,1,0,1,0,0,1,3,2,1,2,0.9573,108.0
82.98,66.25,1,0,0,0,1,0,0,0,0,0,3,2,1,1,3.2891,448.0
132.55,115.41,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1.534,303.0
50.44,37.95,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2.3838,200.0
50.2,37.77,1,0,0,0,0,0,1,0,0,1,1,1,1,1,2.3838,159.0
82.48,66.38,1,0,0,1,0,1,0,0,0,0,2,2,1,1,0.9573,80.0
84.3,63.21,1,0,0,0,1,0,0,1,0,0,2,1,1,1,0.9573,80.0
56.09,39.07,1,0,0,0,1,0,1,0,0,1,2,1,1,1,1.2652,125.0
90.53,68.37,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
91.04,77.29,0,0,0,0,1,1,0,0,1,0,2,1,1,1,0.9573,75.0
54.98,39.38,1,1,0,0,1,0,0,0,0,1,1,1,1,1,2.3838,122.0
48.79,34.35,1,0,0,0,1,0,1,0,0,1,2,1,1,1,1.2652,110.0
100.05,86.0,0,0,0,1,0,1,0,0,1,0,3,2,1,2,2.3838,175.0
73.89,57.22,1,0,0,1,0,0,1,0,0,1,2,2,1,1,1.2652,160.0
103.65,86.7,1,0,0,0,1,0,1,0,0,0,3,2,1,2,0.9573,93.0
121.97,98.74,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,310.0
82.95,68.66,1,0,0,1,0,0,0,0,0,1,3,2,1,1,0.9573,85.0
115.81,94.6,1,0,0,0,0,0,1,0,0,1,4,2,1,2,2.3838,210.0
89.81,72.71,1,0,0,0,0,0,0,0,0,0,3,2,1,1,2.3838,245.0
99.13,88.92,0,0,0,0,0,1,0,0,0,0,3,2,1,2,0.9573,105.0
118.75,98.43,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,370.0
138.58,114.89,1,0,0,0,0,0,0,1,0,0,4,1,1,2,0.9573,180.0
100.24,100.24,1,0,0,0,1,0,0,0,0,1,3,2,1,2,0.9573,167.0
25.89,19.57,1,0,0,0,0,0,1,0,0,1,1,0,1,1,3.2891,162.0
48.83,33.78,1,0,0,1,0,0,1,0,0,1,2,1,1,1,2.3838,88.0
73.89,57.22,1,0,0,1,0,0,1,0,0,1,2,2,1,1,1.2652,160.0
38.75,29.09,1,0,0,0,0,1,0,0,0,0,1,0,1,1,2.3838,98.0
92.0,69.63,1,0,0,0,0,0,1,0,0,1,2,2,1,1,2.3838,279.0
25.89,19.57,1,0,0,0,0,0,1,0,0,1,1,0,1,1,3.2891,162.0
146.21,116.11,1,0,0,0,1,0,0,0,0,1,3,2,1,2,2.3838,328.0
100.24,100.24,1,0,0,0,1,0,0,0,0,1,3,2,1,2,0.9573,167.0
37.29,29.77,1,0,0,0,1,0,0,0,1,0,1,1,1,1,2.3838,85.0
27.0,19.91,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3.2891,165.0
99.13,88.92,0,0,0,0,0,1,0,0,0,0,3,2,1,2,0.9573,105.0
121.97,98.74,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,310.0
89.81,72.71,1,0,0,0,0,0,0,0,0,0,3,2,1,1,2.3838,245.0
115.81,94.6,1,0,0,0,0,0,1,0,0,1,4,2,1,2,2.3838,210.0
50.7,38.85,1,0,0,1,0,0,1,0,1,0,1,1,1,1,2.3838,123.0
82.95,68.66,1,0,0,1,0,0,0,0,0,1,3,2,1,1,0.9573,85.0
138.58,114.89,1,0,0,0,0,0,0,1,0,0,4,1,1,2,0.9573,180.0
118.75,98.43,1,0,0,0,0,0,0,0,0,1,3,2,1,2,2.3838,370.0
84.28,74.55,0,0,0,1,0,0,1,0,0,0,3,2,1,1,2.3838,140.0
146.21,116.11,1,0,0,0,1,0,0,0,0,1,3,2,1,2,2.3838,328.0
37.29,29.77,1,0,0,0,1,0,0,0,1,0,1,1,1,1,2.3838,85.0
27.0,19.91,1,0,0,0,0,0,0,0,0,1,1,1,1,1,3.2891,165.0
67.75,54.14,1,0,0,0,0,0,0,0,0,1,2,1,1,1,3.2891,298.0
78.06,57.74,1,0,0,0,0,0,1,0,0,1,1,2,1,1,3.2891,330.0
93.24,77.13,1,0,0,0,0,0,0,0,0,1,3,2,1,1,0.9573,93.0
128.5,103.81,1,0,0,0,1,1,0,0,0,1,3,2,1,2,1.2652,190.0
129.67,106.07,1,0,0,0,1,0,0,0,0,1,3,1,1,2,1.534,400.0
48.83,33.78,1,0,0,0,0,0,1,0,0,1,2,2,1,1,2.3838,88.0
89.4,79.83,1,0,1,1,0,1,0,0,0,1,2,2,1,1,2.3838,198.0
128.5,103.81,1,0,0,0,1,1,0,0,0,1,3,2,1,2,1.2652,190.0
76.85,63.24,1,0,1,0,1,0,0,0,0,1,2,2,1,1,2.3838,170.0
133.81,115.29,1,0,0,0,1,0,0,1,0,0,4,2,1,2,0.9573,134.5
168.73,132.16,1,0,0,1,0,0,1,0,0,1,5,2,1,2,2.3838,438.0
97.14,80.07,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,370.0
91.16,73.34,1,0,0,0,1,1,0,0,0,1,3,1,1,2,1.534,252.0
140.07,112.71,1,0,0,1,0,0,1,0,0,0,4,1,1,2,2.3838,360.0
133.81,115.29,1,0,0,0,1,0,0,1,0,0,4,2,1,2,0.9573,134.5
168.73,132.16,1,0,0,1,0,0,1,0,0,1,5,2,1,2,2.3838,438.0
91.16,73.34,1,0,0,0,1,1,0,0,0,1,3,1,1,2,1.534,252.0
97.14,80.07,1,0,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,370.0
113.98,91.32,1,0,0,0,0,1,0,0,0,0,3,2,1,2,1.534,320.0
81.34,70.64,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1.534,152.0
113.98,91.32,1,0,0,0,0,1,0,0,0,0,3,2,1,2,1.534,320.0
115.81,94.6,1,0,0,0,1,0,1,0,0,1,4,2,1,2,2.3838,250.0
98.35,78.88,1,0,0,0,1,1,0,0,0,0,4,2,1,2,0.9573,125.0
76.11,60.64,1,0,0,1,0,0,0,0,0,1,2,2,1,1,0.9573,99.0
81.34,70.64,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1.534,152.0
56.13,56.13,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2.3838,113.0
87.85,67.75,1,0,0,0,1,0,1,0,0,0,2,2,1,1,3.2891,368.0
103.02,7.13,1,0,0,0,1,0,0,0,0,0,3,2,1,2,1.2652,135.0
94.0,69.25,1,0,0,0,0,0,0,0,1,0,2,2,1,1,2.3838,190.0
132.85,109.76,1,0,0,0,0,0,1,0,0,1,4,2,1,2,1.2652,183.0
105.0,91.0,1,0,0,0,1,0,0,0,0,1,3,1,1,2,3.2891,532.0
71.75,71.75,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2.3838,160.0
20.24,12.22,1,0,0,0,1,1,0,1,0,0,1,0,0,0,2.3838,35.0
103.02,7.13,1,0,0,0,1,0,0,0,0,0,3,2,1,2,1.2652,135.0
94.0,69.25,1,0,0,0,0,0,0,0,1,0,2,2,1,1,2.3838,190.0
112.05,95.29,1,0,0,1,0,1,0,0,0,0,3,2,1,2,0.9573,135.0
20.24,12.22,1,0,0,0,1,1,0,1,0,0,1,0,0,0,2.3838,35.0
256.9,222.34,1,0,1,0,1,0,1,0,0,0,4,2,1,3,2.3838,650.0
104.45,78.13,1,0,0,0,0,0,0,0,0,0,3,2,1,2,1.2652,110.0
104.44,84.52,1,0,0,0,1,1,0,0,0,1,3,2,1,2,0.9573,147.0
101.44,89.11,0,0,0,1,0,0,0,0,0,1,3,2,1,2,1.534,210.0
96.0,77.82,1,0,0,1,0,0,0,0,0,1,3,2,1,1,1.534,330.0
95.77,76.95,1,0,0,0,0,0,1,0,0,0,3,2,1,1,1.534,327.0
91.0,60.34,1,0,0,1,0,0,1,0,0,1,3,2,1,1,3.2891,471.0
69.66,51.48,1,0,0,0,1,0,0,0,0,1,2,2,1,1,1.534,188.0
41.01,29.3,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2.3838,105.0
77.52,59.25,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1.534,220.0
89.73,71.89,1,0,0,1,0,0,0,0,0,0,2,2,1,1,1.534,300.0
86.13,67.29,1,0,0,0,1,0,0,0,0,1,3,2,1,1,1.2652,160.0
75.37,57.18,1,0,0,0,1,0,1,0,1,0,2,2,1,1,1.2652,94.0
123.17,91.59,1,0,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,580.0
49.15,32.71,1,0,0,1,0,0,1,0,0,1,1,1,1,1,2.3838,130.0
76.16,60.05,1,0,0,0,1,0,1,0,0,1,2,2,1,1,1.2652,108.0
91.53,73.46,1,0,0,0,1,0,0,0,0,1,2,2,1,1,2.3838,262.0
89.24,69.85,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1.2652,186.0
78.89,71.19,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0.9573,79.0
102.29,88.44,1,0,0,0,1,1,0,0,0,1,3,2,1,2,2.3838,278.0
128.57,103.14,1,0,0,0,0,0,1,0,0,1,4,2,2,2,0.9573,145.0
87.61,67.63,1,0,0,1,0,0,0,0,0,1,2,2,1,1,2.3838,298.0
89.24,69.85,1,0,0,0,0,0,0,0,0,1,3,1,1,1,1.2652,186.0
50.25,36.71,1,1,0,0,0,0,1,0,0,1,3,2,1,2,2.3838,240.0
150.51,125.64,1,1,0,1,0,0,0,0,0,1,5,2,1,3,0.9573,230.0
92.37,87.09,0,0,0,1,0,0,1,0,0,0,3,2,1,1,1.2652,59.9
118.37,88.44,1,0,0,0,1,0,1,0,0,0,3,2,1,2,2.3838,300.0
83.44,68.59,1,0,0,0,0,1,0,0,0,1,2,2,1,1,0.9573,115.0
111.23,85.44,1,0,0,1,0,0,0,0,0,1,3,2,1,2,0.9573,120.0
91.04,77.29,0,0,0,1,0,1,0,0,0,1,2,2,1,1,0.9573,82.0
167.35,131.47,1,0,0,0,1,1,0,0,0,1,4,2,1,2,1.2652,260.0
94.46,86.07,0,0,0,0,1,1,0,0,0,1,3,2,1,2,2.3838,203.0
125.87,107.05,1,0,0,1,0,1,0,0,0,1,3,2,1,2,0.9573,135.0
133.9,119.29,0,0,0,0,1,0,0,1,0,0,4,2,1,2,0.9573,112.0
83.44,68.59,1,0,0,0,0,1,0,0,0,1,2,2,1,1,0.9573,115.0
126.98,104.62,1,0,0,0,1,1,0,1,0,0,4,2,1,2,0.9573,150.0
85.01,70.53,1,0,0,0,1,1,0,0,0,1,2,2,1,1,0.9573,110.0
32.44,24.92,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1.2652,47.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
115.12,103.48,0,1,0,1,0,1,0,0,0,1,3,2,1,2,2.3838,180.0
90.28,73.28,1,0,0,0,1,1,0,1,0,0,3,2,1,2,0.9573,85.0
66.96,52.16,1,0,0,0,1,0,1,0,0,1,2,1,1,1,2.3838,109.0
75.56,56.49,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,165.0
116.61,95.6,1,0,0,0,1,0,0,1,0,0,4,2,1,2,1.2652,190.0
95.14,73.87,1,0,0,1,0,1,0,0,0,1,3,2,1,2,1.2652,95.0
98.0,70.35,1,1,0,0,1,1,0,0,0,1,4,2,1,2,2.3838,275.0
122.51,98.66,1,0,0,0,1,0,1,0,0,1,3,2,1,2,2.3838,360.0
107.34,83.98,1,0,0,1,0,0,0,0,0,1,4,2,1,2,1.2652,215.0
32.37,22.83,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0.9573,36.0
138.33,120.68,1,0,0,0,1,0,1,0,0,0,4,2,1,2,2.3838,418.0
90.06,68.92,1,0,0,0,1,0,1,0,0,1,3,2,1,1,2.3838,275.0
